1 3.589159 
2 3.595821 
3 3.595860 
4 3.595860 
5 3.595860 
6 3.595860 
7 3.595860 
8 3.595860 
9 3.595860 
10 3.595860 
11 3.595860 
12 3.595860 

 
1 0.000548 
2 0.282512 
3 0.284531 
4 0.284903 
5 0.284972 
6 0.284985 
7 0.284987 
8 0.284988 
9 0.284988 
10 0.284988 
11 0.284988 
12 0.284988 

 
1 0.000019 
2 0.121709 
3 0.122242 
4 0.122514 
5 0.122650 
6 0.122719 
7 0.122753 
8 0.122770 
9 0.122778 
10 0.122782 
11 0.122784 
12 0.122785 

 
1 0.000001 
2 0.086595 
3 0.086595 
4 0.086596 
5 0.086600 
6 0.086784 
7 0.095231 
8 0.312156 
9 0.577366 
10 0.590103 
11 0.590384 
12 0.590390 

 
1 0.000001 
2 0.086595 
3 0.086595 
4 0.086595 
5 0.086595 
6 0.086595 
7 0.086595 
8 0.086595 
9 0.086595 
10 0.086595 
11 0.086595 
12 0.086595 

 
1 0.000000 
2 0.000000 
3 0.170944 
4 0.170974 
5 0.170974 
6 0.170974 
7 0.170974 
8 0.170974 
9 0.170974 
10 0.170974 
11 0.170974 
12 0.170974 

 
1 0.000000 
2 0.000000 
3 0.000002 
4 0.098154 
5 0.098154 
6 0.098154 
7 0.098154 
8 0.098154 
9 0.098154 
10 0.098154 
11 0.098154 
12 0.098154 

 
