0.1 0.18285 
0.2 0.167899 
0.3 0.148089 
0.4 0.130819 
0.5 0.123056 
0.6 0.126488 
0.7 0.136566 
0.8 0.146482 
0.9 0.150955 
1 0.147291 
1.1 0.135183 
1.2 0.116713 
1.3 0.0964365 
1.4 0.0799995 
1.5 0.0707915 
1.6 0.0678937 
1.7 0.0678335 
1.8 0.0673115 
1.9 0.0643628 
2 0.0583205 
2.1 0.0495679 
2.2 0.0394142 
2.3 0.0297733 
2.4 0.022281 
2.5 0.0174208 
2.6 0.0145954 
2.7 0.0128631 
2.8 0.0114849 
2.9 0.0100652 
3 0.00847066 
3.1 0.0067396 
3.2 0.00500263 
3.3 0.00345256 
3.4 0.00226528 
3.5 0.00148278 
3.6 0.00101751 
3.7 0.000745774 
3.8 0.000573806 
3.9 0.000448479 
4 0.000348518 
4.1 0.000262269 
4.2 0.000187025 
4.3 0.000124761 
4.4 7.76113e-05 
4.5 4.66188e-05 
4.6 2.78101e-05 
4.7 1.66056e-05 
4.8 1.18853e-05 
4.9 8.21314e-06 
5 5.43531e-06 
5.1 3.55877e-06 
5.2 2.89309e-06 
5.3 2.70001e-06 
5.4 1.47258e-06 
5.5 5.87324e-07 
5.6 3.98941e-07 
5.7 1.35442e-07 
5.8 1.37902e-06 
5.9 4.21079e-07 
6 1.14253e-06 


0.1 0.131265 
0.2 0.113376 
0.3 0.0971688 
0.4 0.095487 
0.5 0.107345 
0.6 0.119935 
0.7 0.12269 
0.8 0.112469 
0.9 0.093506 
1 0.0768025 
1.1 0.0721493 
1.2 0.0773493 
1.3 0.0827431 
1.4 0.0813831 
1.5 0.0716032 
1.6 0.0566651 
1.7 0.043749 
1.8 0.03819 
1.9 0.0381176 
2 0.0384198 
2.1 0.0359059 
2.2 0.0300312 
2.3 0.022388 
2.4 0.0159003 
2.5 0.0124499 
2.6 0.0112262 
2.7 0.0105013 
2.8 0.00928867 
2.9 0.00741643 
3 0.00524877 
3.1 0.0034269 
3.2 0.00234853 
3.3 0.00185587 
3.4 0.00158692 
3.5 0.00133953 
3.6 0.00104204 
3.7 0.00072339 
3.8 0.000452356 
3.9 0.000273688 
4 0.000185293 
4.1 0.000140986 
4.2 0.00011143 
4.3 8.65976e-05 
4.4 6.32656e-05 
4.5 4.28131e-05 
4.6 2.53213e-05 
4.7 1.70485e-05 
4.8 1.32436e-05 
4.9 1.29559e-05 
5 1.06343e-05 
5.1 8.14294e-06 
5.2 8.18684e-06 
5.3 4.39536e-06 
5.4 4.41773e-06 
5.5 5.28591e-06 
5.6 6.18358e-06 
5.7 5.824e-06 
5.8 5.03341e-06 
5.9 6.87762e-06 
6 5.99827e-06 


0.1 0.105936 
0.2 0.0874648 
0.3 0.0789367 
0.4 0.0894047 
0.5 0.103201 
0.6 0.104269 
0.7 0.0899849 
0.8 0.0716929 
0.9 0.0668015 
1 0.0752839 
1.1 0.0817439 
1.2 0.0766786 
1.3 0.0615476 
1.4 0.047699 
1.5 0.0452495 
1.6 0.0491625 
1.7 0.0495662 
1.8 0.0427644 
1.9 0.0317415 
2 0.0238925 
2.1 0.022385 
2.2 0.0228598 
2.3 0.0212022 
2.4 0.0167188 
2.5 0.0114505 
2.6 0.00828603 
2.7 0.00744244 
2.8 0.00705618 
2.9 0.00603538 
3 0.00437387 
3.1 0.00277662 
3.2 0.00191016 
3.3 0.00161522 
3.4 0.00143047 
3.5 0.0011421 
3.6 0.000778648 
3.7 0.000464518 
3.8 0.000305032 
3.9 0.000242805 
4 0.000201867 
4.1 0.000160977 
4.2 0.000108975 
4.3 6.77677e-05 
4.4 4.60301e-05 
4.5 4.05932e-05 
4.6 3.32206e-05 
4.7 3.13293e-05 
4.8 2.79587e-05 
4.9 2.39453e-05 
5 2.13867e-05 
5.1 1.32097e-05 
5.2 1.40346e-05 
5.3 1.41907e-05 
5.4 1.35093e-05 
5.5 1.44873e-05 
5.6 1.62901e-05 
5.7 1.46277e-05 
5.8 1.51002e-05 
5.9 1.60712e-05 
6 1.2782e-05 


0.1 0.09018 
0.2 0.0725549 
0.3 0.0721127 
0.4 0.0873553 
0.5 0.0938948 
0.6 0.0821309 
0.7 0.064338 
0.8 0.0629297 
0.9 0.0740288 
1 0.0769848 
1.1 0.0650284 
1.2 0.0493025 
1.3 0.0469494 
1.4 0.0532133 
1.5 0.0532466 
1.6 0.0431698 
1.7 0.0313538 
1.8 0.0286036 
1.9 0.0309285 
2 0.0296034 
2.1 0.022909 
2.2 0.0157674 
2.3 0.013531 
2.4 0.013834 
2.5 0.0126355 
2.6 0.00934004 
2.7 0.00604622 
2.8 0.00480529 
2.9 0.00461827 
3 0.00404757 
3.1 0.00287764 
3.2 0.00176592 
3.3 0.00128733 
3.4 0.00116797 
3.5 0.000988655 
3.6 0.000689995 
3.7 0.000414367 
3.8 0.000285671 
3.9 0.000239817 
4 0.000207919 
4.1 0.000148638 
4.2 0.000104557 
4.3 7.41115e-05 
4.4 6.03758e-05 
4.5 5.72956e-05 
4.6 5.16164e-05 
4.7 4.35068e-05 
4.8 3.71274e-05 
4.9 3.72483e-05 
5 3.37934e-05 
5.1 2.2559e-05 
5.2 2.18521e-05 
5.3 2.41745e-05 
5.4 2.45216e-05 
5.5 2.74737e-05 
5.6 2.57982e-05 
5.7 2.32283e-05 
5.8 2.78561e-05 
5.9 2.58964e-05 
6 2.89202e-05 


0.1 0.0791495 
0.2 0.0632843 
0.3 0.0695757 
0.4 0.0840363 
0.5 0.0810764 
0.6 0.0631632 
0.7 0.0572693 
0.8 0.0689031 
0.9 0.0726955 
1 0.0595598 
1.1 0.0459424 
1.2 0.0495314 
1.3 0.0556818 
1.4 0.0495525 
1.5 0.0359328 
1.6 0.0316574 
1.7 0.0356128 
1.8 0.0344214 
1.9 0.0257427 
2 0.0185938 
2.1 0.0187616 
2.2 0.0192071 
2.3 0.0155142 
2.4 0.0102172 
2.5 0.00829167 
2.6 0.00844857 
2.7 0.00740288 
2.8 0.00500717 
2.9 0.00326104 
3 0.00294622 
3.1 0.00274385 
3.2 0.00203414 
3.3 0.00122244 
3.4 0.000879683 
3.5 0.000804792 
3.6 0.000669697 
3.7 0.000435042 
3.8 0.000265429 
3.9 0.00022107 
4 0.000195535 
4.1 0.000147777 
4.2 0.000106226 
4.3 8.30733e-05 
4.4 7.78177e-05 
4.5 7.37866e-05 
4.6 6.50345e-05 
4.7 6.14409e-05 
4.8 5.42196e-05 
4.9 5.77233e-05 
5 4.80906e-05 
5.1 3.76988e-05 
5.2 4.03802e-05 
5.3 4.04373e-05 
5.4 3.79669e-05 
5.5 3.7654e-05 
5.6 3.89632e-05 
5.7 4.62534e-05 
5.8 4.24048e-05 
5.9 4.16868e-05 
6 4.08454e-05 


0.1 0.0708753 
0.2 0.0573425 
0.3 0.0684337 
0.4 0.0789058 
0.5 0.0677303 
0.6 0.0529518 
0.7 0.0608041 
0.8 0.0695499 
0.9 0.059346 
1 0.0447588 
1.1 0.049087 
1.2 0.0554575 
1.3 0.0469258 
1.4 0.0339905 
1.5 0.0352527 
1.6 0.0391039 
1.7 0.0327021 
1.8 0.0226671 
1.9 0.0219592 
2 0.0237424 
2.1 0.0195843 
2.2 0.0129686 
2.3 0.0115775 
2.4 0.0121269 
2.5 0.00987418 
2.6 0.00626644 
2.7 0.00509111 
2.8 0.00512986 
2.9 0.00414142 
3 0.00254294 
3.1 0.00188113 
3.2 0.0018155 
3.3 0.00146632 
3.4 0.000897463 
3.5 0.000610737 
3.6 0.000562071 
3.7 0.000464774 
3.8 0.00030116 
3.9 0.00020667 
4 0.000197956 
4.1 0.000172263 
4.2 0.000133028 
4.3 9.71706e-05 
4.4 9.5466e-05 
4.5 9.17575e-05 
4.6 8.64602e-05 
4.7 8.05927e-05 
4.8 7.45944e-05 
4.9 7.19517e-05 
5 6.58145e-05 
5.1 5.62768e-05 
5.2 5.5215e-05 
5.3 5.3121e-05 
5.4 5.81348e-05 
5.5 5.56e-05 
5.6 5.81123e-05 
5.7 6.00008e-05 
5.8 5.86082e-05 
5.9 6.30917e-05 
6 6.00541e-05 


0.1 0.0643823 
0.2 0.053488 
0.3 0.0674552 
0.4 0.0724831 
0.5 0.0563667 
0.6 0.0511927 
0.7 0.0641367 
0.8 0.0620368 
0.9 0.0456072 
1 0.0458389 
1.1 0.0544609 
1.2 0.0472365 
1.3 0.0340908 
1.4 0.0370317 
1.5 0.04044 
1.6 0.031427 
1.7 0.0232216 
1.8 0.0260441 
1.9 0.0256284 
2 0.0179788 
2.1 0.0140304 
2.2 0.015449 
2.3 0.0135641 
2.4 0.00875375 
2.5 0.00728764 
2.6 0.00757764 
2.7 0.00591867 
2.8 0.00361107 
2.9 0.00315995 
3 0.00305821 
3.1 0.0021545 
3.2 0.00130512 
3.3 0.00118366 
3.4 0.00104995 
3.5 0.000695405 
3.6 0.000445084 
3.7 0.000410009 
3.8 0.000348508 
3.9 0.000237281 
4 0.000184734 
4.1 0.00017322 
4.2 0.000155903 
4.3 0.000127379 
4.4 0.000123745 
4.5 0.000121357 
4.6 0.000114054 
4.7 0.00010849 
4.8 0.000101648 
4.9 9.64754e-05 
5 9.61813e-05 
5.1 7.43722e-05 
5.2 7.06654e-05 
5.3 7.60397e-05 
5.4 7.56777e-05 
5.5 7.8114e-05 
5.6 7.67961e-05 
5.7 8.32291e-05 
5.8 8.03967e-05 
5.9 8.09174e-05 
6 8.56181e-05 


