-10 0.011109 
-7.6 0.0561348 
-5.2 0.197899 
-2.8 0.486752 
-0.4 0.83527 
2 1 
4.4 0.83527 
6.8 0.486752 
9.2 0.197899 
11.6 0.0561348 
14 0.011109 

 
-10 0.0105223 
-7.6 0.0645112 
-5.2 0.167972 
-2.8 0.552033 
-0.4 0.85781 
2 1.06444 
4.4 0.840867 
6.8 0.588044 
9.2 0.2194 
11.6 0.0591371 
14 0.00968086 

 
-10 0.009094 
-9.76 0.0152951 
-9.52 0.0130949 
-9.28 0.0178278 
-9.04 0.0180701 
-8.8 0.0210122 
-8.56 0.0383084 
-8.32 0.0308063 
-8.08 0.0420559 
-7.84 0.0567457 
-7.6 0.0592963 
-7.36 0.0581129 
-7.12 0.0794454 
-6.88 0.08611 
-6.64 0.0967124 
-6.4 0.136312 
-6.16 0.11188 
-5.92 0.159938 
-5.68 0.160427 
-5.44 0.20125 
-5.2 0.188026 
-4.96 0.263154 
-4.72 0.217431 
-4.48 0.249366 
-4.24 0.341747 
-4 0.392671 
-3.76 0.278308 
-3.52 0.472587 
-3.28 0.423888 
-3.04 0.358547 
-2.8 0.411844 
-2.56 0.564765 
-2.32 0.667006 
-2.08 0.549493 
-1.84 0.493323 
-1.6 0.50691 
-1.36 0.687856 
-1.12 0.576558 
-0.88 0.670688 
-0.64 0.993549 
-0.4 1.00325 
-0.16 1.01599 
0.08 0.787216 
0.32 0.93378 
0.56 0.878773 
0.8 1.0804 
1.04 0.977701 
1.28 1.06644 
1.52 1.00852 
1.76 0.768256 
2 0.968819 
2.24 1.21373 
2.48 1.20669 
2.72 1.09263 
2.96 0.866819 
3.2 1.07002 
3.44 1.00285 
3.68 0.848763 
3.92 0.974898 
4.16 0.719976 
4.4 0.810256 
4.64 0.957131 
4.88 0.898686 
5.12 0.675132 
5.36 0.607488 
5.6 0.798162 
5.84 0.583584 
6.08 0.64988 
6.32 0.685489 
6.56 0.545292 
6.8 0.525036 
7.04 0.533206 
7.28 0.405804 
7.52 0.467694 
7.76 0.336581 
8 0.375747 
8.24 0.323457 
8.48 0.32455 
8.72 0.241716 
8.96 0.188803 
9.2 0.242451 
9.44 0.214568 
9.68 0.130421 
9.92 0.167663 
10.16 0.133636 
10.4 0.106499 
10.64 0.102826 
10.88 0.0757635 
11.12 0.0849627 
11.36 0.0584826 
11.6 0.0546481 
11.84 0.0418745 
12.08 0.0352574 
12.32 0.0318457 
12.56 0.0315252 
12.8 0.0250309 
13.04 0.0185116 
13.28 0.0225719 
13.52 0.012672 
13.76 0.0107939 
14 0.0110837 

 
