1 18271.111077 0.257112 4697.722212 
2 482.785484 0.496902 4703.843599 
3 212.182191 0.457346 4716.089481 
4 121.727064 0.477439 4709.396070 
5 82.296051 0.452548 4719.618097 
6 56.204920 0.476843 4713.340624 
7 42.139804 0.453742 4720.512366 
8 30.935291 0.478886 4715.744777 
9 24.469898 0.455732 4720.707175 
10 18.712127 0.481006 4717.234538 
11 15.283968 0.457477 4720.693065 
12 11.986389 0.482736 4718.186709 
13 9.993060 0.458861 4720.620756 
14 7.967642 0.484101 4718.812424 
15 6.735063 0.459962 4720.540665 
16 5.431816 0.485204 4719.232742 
17 4.636988 0.460867 4720.469187 
18 3.771167 0.486129 4719.519924 
19 3.243255 0.461638 4720.410366 
20 2.654696 0.486928 4719.718775 
21 2.296398 0.462313 4720.363797 
22 1.889375 0.487635 4719.857957 
23 1.642148 0.462916 4720.327672 
24 1.356859 0.488271 4719.956256 
25 1.184025 0.463462 4720.299964 
26 0.981874 0.48885 4720.026218 
27 0.859743 0.463959 4720.278841 
28 0.715195 0.489379 4720.076350 
29 0.628110 0.464415 4720.262790 
30 0.523947 0.489865 4720.112490 
31 0.461368 0.464835 4720.250611 
32 0.385798 0.490313 4720.138684 
33 0.340522 0.465222 4720.241371 
34 0.285371 0.490726 4720.157765 
35 0.252415 0.465579 4720.234358 
36 0.211951 0.491107 4720.171726 
37 0.187834 0.465909 4720.229032 
38 0.158005 0.49146 4720.181986 
39 0.140270 0.466213 4720.224981 
40 0.118186 0.491785 4720.189553 
41 0.105087 0.466495 4720.221897 
42 0.088673 0.492086 4720.195156 
43 0.078959 0.466755 4720.219546 
44 0.066716 0.492365 4720.199317 
45 0.059485 0.466996 4720.217751 
46 0.050324 0.492622 4720.202418 
47 0.044925 0.467218 4720.216379 
48 0.038049 0.492859 4720.204734 
49 0.034004 0.467423 4720.215329 
50 0.028829 0.493079 4720.206470 
51 0.025791 0.467613 4720.214524 
52 0.021887 0.493281 4720.207774 
53 0.019598 0.467788 4720.213906 
54 0.016646 0.493469 4720.208756 
55 0.014918 0.46795 4720.213432 
56 0.012681 0.493642 4720.209496 
57 0.011374 0.4681 4720.213068 
58 0.009676 0.493803 4720.210056 
59 0.008685 0.468238 4720.212787 
60 0.007393 0.493951 4720.210480 
61 0.006640 0.468367 4720.212571 
62 0.005656 0.494088 4720.210802 
63 0.005083 0.468486 4720.212405 
64 0.004332 0.494216 4720.211047 
65 0.003896 0.468596 4720.212277 
66 0.003322 0.494334 4720.211233 
67 0.002989 0.468698 4720.212177 
68 0.002550 0.494444 4720.211375 
69 0.002296 0.468793 4720.212101 
70 0.001959 0.494546 4720.211483 
71 0.001765 0.468882 4720.212042 
72 0.001507 0.494641 4720.211566 
73 0.001358 0.468964 4720.211996 
74 0.001160 0.494729 4720.211629 
75 0.001045 0.469041 4720.211961 
76 0.000893 0.494812 4720.211678 
77 0.000805 0.469113 4720.211933 
78 0.000689 0.494889 4720.211715 
79 0.000621 0.46918 4720.211912 
80 0.000531 0.494962 4720.211743 
81 0.000479 0.469243 4720.211896 
82 0.000410 0.495029 4720.211765 
83 0.000370 0.469302 4720.211883 
84 0.000317 0.495093 4720.211782 
85 0.000286 0.469358 4720.211873 
86 0.000245 0.495153 4720.211795 
87 0.000221 0.46941 4720.211865 
88 0.000189 0.495209 4720.211805 
89 0.000171 0.469459 4720.211859 
90 0.000146 0.495262 4720.211813 
91 0.000132 0.469505 4720.211855 
92 0.000113 0.495312 4720.211819 
93 0.000102 0.469549 4720.211851 
94 0.000088 0.49536 4720.211823 
95 0.000079 0.469591 4720.211848 
96 0.000068 0.495405 4720.211827 
97 0.000061 0.46963 4720.211846 
98 0.000053 0.495447 4720.211829 
99 0.000048 0.469667 4720.211845 
100 0.000041 0.495488 4720.211832 
101 0.000037 0.469703 4720.211843 
102 0.000032 0.495526 4720.211833 
103 0.000029 0.469736 4720.211842 
104 0.000024 0.495563 4720.211834 
105 0.000022 0.469768 4720.211841 
106 0.000019 0.495598 4720.211835 
107 0.000017 0.469799 4720.211841 
108 0.000015 0.495631 4720.211836 
109 0.000013 0.469829 4720.211840 
110 0.000011 0.495663 4720.211837 
111 0.000010 0.469857 4720.211840 
112 0.000009 0.495694 4720.211837 
113 0.000008 0.469883 4720.211840 
114 0.000007 0.495723 4720.211838 
115 0.000006 0.469909 4720.211840 
116 0.000005 0.495751 4720.211838 
117 0.000005 0.469934 4720.211839 
118 0.000004 0.495778 4720.211838 
119 0.000004 0.469958 4720.211839 
120 0.000003 0.495804 4720.211838 
121 0.000003 0.46998 4720.211839 
122 0.000003 0.495829 4720.211838 
123 0.000002 0.470002 4720.211839 
124 0.000002 0.495853 4720.211838 
125 0.000002 0.470024 4720.211839 
126 0.000002 0.495876 4720.211838 
127 0.000001 0.470044 4720.211839 
128 0.000001 0.495898 4720.211839 
129 0.000001 0.470064 4720.211839 
130 0.000001 0.49592 4720.211839 
