1 18164.577309 0.257116 4697.772883 
2 481.816214 0.497276 4703.830333 
3 211.894834 0.457304 4716.120869 
4 121.555464 0.47758 4709.381285 
5 82.215602 0.452434 4719.635591 
6 56.143793 0.476945 4713.330585 
7 42.108950 0.45361 4720.522127 
8 30.907734 0.478981 4715.738502 
9 24.455809 0.455597 4720.712703 
10 18.697780 0.481102 4717.230673 
11 15.276701 0.457344 4720.696258 
12 11.978155 0.482837 4718.184317 
13 9.988966 0.45873 4720.622637 
14 7.962590 0.484207 4718.810927 
15 6.732605 0.459834 4720.541792 
16 5.428569 0.485314 4719.231792 
17 4.635440 0.460742 4720.469873 
18 3.769010 0.486241 4719.519313 
19 3.242246 0.461515 4720.410789 
20 2.653228 0.487043 4719.718377 
21 2.295722 0.462192 4720.364060 
22 1.888357 0.487753 4719.857695 
23 1.641685 0.462796 4720.327838 
24 1.356143 0.488391 4719.956081 
25 1.183703 0.463342 4720.300069 
26 0.981363 0.488971 4720.026101 
27 0.859516 0.46384 4720.278908 
28 0.714828 0.489501 4720.076270 
29 0.627948 0.464297 4720.262833 
30 0.523681 0.489988 4720.112435 
31 0.461251 0.464717 4720.250638 
32 0.385604 0.490437 4720.138646 
33 0.340437 0.465104 4720.241389 
34 0.285227 0.490851 4720.157738 
35 0.252353 0.465461 4720.234370 
36 0.211845 0.491233 4720.171708 
37 0.187788 0.465791 4720.229039 
38 0.157926 0.491586 4720.181972 
39 0.140236 0.466096 4720.224986 
40 0.118127 0.491912 4720.189544 
41 0.105061 0.466378 4720.221900 
42 0.088629 0.492214 4720.195149 
43 0.078939 0.466638 4720.219548 
44 0.066683 0.492492 4720.199312 
45 0.059471 0.466879 4720.217752 
46 0.050299 0.492749 4720.202414 
47 0.044914 0.467101 4720.216379 
48 0.038030 0.492987 4720.204732 
49 0.033996 0.467306 4720.215329 
50 0.028815 0.493207 4720.206469 
51 0.025784 0.467496 4720.214524 
52 0.021876 0.49341 4720.207773 
53 0.019593 0.467671 4720.213907 
54 0.016638 0.493598 4720.208755 
55 0.014915 0.467833 4720.213432 
56 0.012675 0.493771 4720.209496 
57 0.011371 0.467983 4720.213068 
58 0.009671 0.493932 4720.210056 
59 0.008683 0.468122 4720.212787 
60 0.007389 0.49408 4720.210480 
61 0.006638 0.46825 4720.212571 
62 0.005653 0.494218 4720.210802 
63 0.005082 0.468369 4720.212405 
64 0.004330 0.494345 4720.211047 
65 0.003895 0.468479 4720.212276 
66 0.003321 0.494464 4720.211233 
67 0.002988 0.468582 4720.212177 
68 0.002549 0.494573 4720.211375 
69 0.002295 0.468677 4720.212101 
70 0.001958 0.494676 4720.211483 
71 0.001764 0.468765 4720.212042 
72 0.001506 0.494771 4720.211566 
73 0.001357 0.468848 4720.211996 
74 0.001159 0.494859 4720.211629 
75 0.001045 0.468925 4720.211961 
76 0.000893 0.494942 4720.211678 
77 0.000805 0.468996 4720.211933 
78 0.000688 0.495019 4720.211715 
79 0.000621 0.469063 4720.211912 
80 0.000531 0.495092 4720.211743 
81 0.000479 0.469126 4720.211896 
82 0.000410 0.49516 4720.211765 
83 0.000370 0.469185 4720.211883 
84 0.000316 0.495223 4720.211782 
85 0.000286 0.469241 4720.211873 
86 0.000244 0.495283 4720.211795 
87 0.000221 0.469293 4720.211865 
88 0.000189 0.495339 4720.211805 
89 0.000171 0.469342 4720.211859 
90 0.000146 0.495393 4720.211813 
91 0.000132 0.469388 4720.211855 
92 0.000113 0.495443 4720.211819 
93 0.000102 0.469432 4720.211851 
94 0.000088 0.49549 4720.211823 
95 0.000079 0.469474 4720.211848 
96 0.000068 0.495535 4720.211827 
97 0.000061 0.469513 4720.211846 
98 0.000053 0.495578 4720.211829 
99 0.000047 0.46955 4720.211845 
100 0.000041 0.495618 4720.211832 
101 0.000037 0.469586 4720.211843 
102 0.000032 0.495657 4720.211833 
103 0.000029 0.469619 4720.211842 
104 0.000024 0.495694 4720.211834 
105 0.000022 0.469652 4720.211841 
106 0.000019 0.495729 4720.211835 
107 0.000017 0.469682 4720.211841 
108 0.000015 0.495762 4720.211836 
109 0.000013 0.469712 4720.211840 
110 0.000011 0.495794 4720.211837 
111 0.000010 0.46974 4720.211840 
112 0.000009 0.495824 4720.211837 
113 0.000008 0.469766 4720.211840 
114 0.000007 0.495854 4720.211838 
115 0.000006 0.469792 4720.211840 
116 0.000005 0.495882 4720.211838 
117 0.000005 0.469817 4720.211839 
118 0.000004 0.495909 4720.211838 
119 0.000004 0.469841 4720.211839 
120 0.000003 0.495935 4720.211838 
121 0.000003 0.469863 4720.211839 
122 0.000003 0.49596 4720.211838 
123 0.000002 0.469885 4720.211839 
124 0.000002 0.495984 4720.211838 
125 0.000002 0.469907 4720.211839 
126 0.000002 0.496007 4720.211838 
127 0.000001 0.469927 4720.211839 
128 0.000001 0.496029 4720.211839 
129 0.000001 0.469947 4720.211839 
130 0.000001 0.49605 4720.211839 
